Position,2PtGoals,Assists,CausedTurnovers,FaceoffLosses,FaceoffPercentage,FaceoffWins,FirstName,Goals,GoalsAgainst,GroundBalls,LastName,SavePercentage,Saves,Turnovers,score,Team,AwayScoreFinal,AwayTeam,HomeScoreFinal,HomeTeam,GameDateTime,Missed2PtGoals,MissedGoals,game_name
Defense,0,0,0,0,0,0,Brett,0,0,3,Schmidt,0,0,0,3,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Defense,0,0,0,0,0,0,Bryce,0,0,3,Young,0,0,0,3,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Defense,0,0,1,0,0,0,Matthew,0,0,1,Dunn,0,0,0,8,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Defense,0,0,0,0,0,0,Michael,0,0,1,Ehrhardt,0,0,0,1,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Defense,0,0,1,0,0,0,Tim,0,0,2,Muller,0,0,1,7,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Defense,0,0,0,0,0,0,Sean,0,0,0,New,0,0,0,0,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Faceoff,0,0,0,4,80.95238095,17,Joseph,0,0,3,Nardella,0,0,1,24,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Goalie,0,0,0,0,0,0,Jacob,0,0,1,Stover,0,0,0,1,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Goalie,0,0,0,0,0,0,Kyle,0,6,1,Bernlohr,60,9,1,12,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,Max,1,0,1,Tuttle,0,0,1,3,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,Isaac,0,0,0,Paparo,0,0,0,0,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,Jake,0,0,1,Bernhardt,0,0,1,-1,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,Jeremy,0,0,0,Sieverts,0,0,1,-2,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,Joe,1,0,0,Locascio,0,0,0,4,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,John,0,0,0,Haus,0,0,1,-2,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,1,2,0,1,Joseph,0,0,0,McCallion,0,0,1,5,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,1,1,1,0,0,0,Mike,2,0,0,Chanenchuk,0,0,0,27,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,Tyler,0,0,4,Warner,0,0,0,4,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,1,0,0,0,TJ,0,0,2,Comizio,0,0,0,9,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Midfield,0,0,0,0,0,0,Matt,0,0,0,Hubler,0,0,0,0,Whipsnakes,6,Atlas,15,Whipsnakes,7/30/2020 19:00,0,0,Whipsnakes_Atlas_07_30_2020
Attack,0,1,0,0,0,0,Austin,0,0,2,Staats,0,0,0,7,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Attack,0,0,0,0,0,0,Connor,0,0,0,Fields,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Attack,0,1,0,0,0,0,Curtis,2,0,0,Dickson,0,0,0,13,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Attack,0,1,0,0,0,0,Josh,1,0,0,Byrne,0,0,0,9,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Attack,0,0,0,0,0,0,Miles,1,0,0,Thompson,0,0,1,2,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Dan,0,0,1,Coates,0,0,0,1,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,0,1,1,0,0,Jack,0,0,1,Rowlett,0,0,0,7.5,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Jarrod,0,0,0,Neumann,0,0,1,-2,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Johnny,0,0,0,Surdick,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Matt,0,0,0,Rees,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,0,1,0,0,0,Troy,0,0,2,Reh,0,0,0,9,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,1,0,0,0,0,Tyson,0,0,1,Bell,0,0,0,6,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Jason,0,0,0,Noble,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Faceoff,0,0,0,17,19.04761905,4,Thomas,0,0,0,Kelly,0,0,0,-6,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Faceoff,0,0,0,0,0,0,Austin,0,0,0,Henningsen,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Goalie,0,0,0,0,0,0,Blaze,0,11,1,Riorden,59.25925926,16,1,10,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Goalie,0,0,0,0,0,0,Dillon,0,0,0,Ward,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Dhane,0,0,0,Smith,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Eric,0,0,0,Scott,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Jake,1,0,1,Froccaro,0,0,0,5,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Kevin,0,0,0,Buchanan,0,0,1,-2,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Mark,0,0,1,Glicini,0,0,0,1,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Patrick,0,0,0,Resch,0,0,0,0,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Sergio,2,0,1,Salcido,0,0,2,5,Chaos,7,Chaos,12,Whipsnakes,7/31/2020 19:00,NA,NA,Whipsnakes_Chaos_07_31_2020
Attack,0,0,0,0,0,0,Dylan,0,0,0,Maltz,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Attack,0,1,0,0,0,0,Jay,1,0,2,Carlson,0,0,1,9,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Attack,0,3,0,0,0,0,Matt,2,0,2,Rambo,0,0,3,19,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Attack,0,0,0,0,0,0,Brad,1,0,1,Smith,0,0,0,5,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Attack,0,0,1,0,0,0,Zed,4,0,2,Williams,0,0,5,15,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Brett,0,0,0,Schmidt,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Defense,0,0,2,0,0,0,Bryce,0,0,1,Young,0,0,0,15,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Matthew,0,0,0,Dunn,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Michael,0,0,5,Ehrhardt,0,0,0,5,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Tim,0,0,1,Muller,0,0,0,1,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Defense,0,0,0,0,0,0,Sean,0,0,0,New,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Faceoff,0,1,0,3,85.71428571,18,Joseph,1,0,1,Nardella,0,0,0,33,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Goalie,0,0,0,0,0,0,Jacob,0,0,0,Stover,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Goalie,0,0,0,0,0,0,Kyle,0,7,1,Bernlohr,65,13,0,16,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Max,0,0,1,Tuttle,0,0,0,1,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Isaac,0,0,1,Paparo,0,0,0,1,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Jake,0,0,0,Bernhardt,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Jeremy,0,0,1,Sieverts,0,0,0,1,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Joe,0,0,0,Locascio,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,1,0,0,0,0,John,1,0,1,Haus,0,0,0,10,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,1,0,0,Joseph,0,0,0,McCallion,0,0,0,-0.5,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,1,0,0,0,0,0,Mike,0,0,0,Chanenchuk,0,0,0,7,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Tyler,0,0,0,Warner,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,TJ,0,0,1,Comizio,0,0,0,1,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
Midfield,0,0,0,0,0,0,Matt,0,0,0,Hubler,0,0,0,0,Whipsnakes,7,Chaos,12,Whipsnakes,7/31/2020 19:00,0,0,Whipsnakes_Chaos_07_31_2020
